folder,cleaned_lyrics,label
Lana Del Rey - Summertime Sadness ,Kiss me hard before you go Summertime sadness I just wanted you to know That baby you the best I got my red dress on tonight Dancin in the dark in the pale moonlight Done my hair up real big beauty queen style High heels off Im feelin alive Oh my God I feel it in the air Telephone wires above are sizzlin like a snare Honey Im on fire I feel it everywhere Nothin scares me anymore One two three four Kiss me hard before you go Summertime sadness I just wanted you to know That baby you the best I got that summertime summertime sadness Sususummertime summertime sadness Got that summertime summertime sadness Oh oh oh See Lana Del Rey LiveGet tickets as low as You might also like Im feelin electric tonight Cruisin down the coast goin bout Got my bad baby by my heavenly side I know if I go Ill die happy tonight Oh my God I feel it in the air Telephone wires above are sizzlin like a snare Honey Im on fire I feel it everywhere Nothin scares me anymore One two three four Kiss me hard before you go Summertime sadness I just wanted you to know That baby you the best I got that summertime summertime sadness Sususummertime summertime sadness Got that summertime summertime sadness Oh oh oh Think Ill miss you forever Like the stars miss the sun in the morning sky Laters better than never Even if youre gone Im gonna drive Drive Drive I got that summertime summertime sadness Sususummertime summertime sadness Got that summertime summertime sadness Oh oh oh Kiss me hard before you go Summertime sadness I just wanted you to know That baby you the best I got that summertime summertime sadness Sususummertime summertime sadness Got that summertime summertime sadness Oh oh ohEmbed,<pad> joy
Lana Del Rey - This Is What Makes Us Girls,Remember how we used to party up all night Sneakin out lookin for a taste of real life Drinkin in the small town firelight Pabst Blue Ribbon on ice Sweet sixteen and we had arrived Walkin down the streets as they whistle Hi hi Stealin police cars with the senior guys Teachers said wed never make it out alive There she was my new best friend High heels in her hand swayin in the wind Oh she starts to cry mascara runnin down her little Bambi eyes Lana how I hate those guys This is what makes us girls We all look for heaven and we put love first Something that wed die for its a curse Dont cry about it dont cry about it This is what makes us girls We dont stick together cause we put love first Dont cry about him dont cry about him Its all gonna happen Happen happen See Lana Del Rey LiveGet tickets as low as You might also like And thats where the beginning of the end begun Everybody knew that we had too much fun We were skippin school and drinkin on the job With the boss Sweet sixteen and we had arrived Babys table dancin at the local dive Cheerin our names in the pink spotlight Drinkin cherry schnapps in the velvet night Yeah we used to go break into the hotel Glimmering wed swim Running from the cops in our black bikini tops Screamin Get us while were hot get us while were hot Cmon take a shot This is what makes us girls We all look for heaven and we put love first Something that wed die for its a curse Dont cry about it dont cry about it This is what makes us girls We dont stick together cause we put love first Dont cry about him dont cry about him Its all gonna happen Happen happen The prettiest incrowd that you had ever seen Ribbons in our hair and our eyes gleamed mean A freshmen generation of degenerate beauty queens And you know something They were the only friends I ever had We got into trouble and when stuff got bad I got sent away I was wavin on the train platform Cryin cause I know Im never comin back This is what makes us girls We all look for heaven and we put love first Something that wed die for its a curse Dont cry about it dont cry about it This is what makes us girls We dont stick together cause we put love first Dont cry about him dont cry about him Its all gonna happen ohEmbed,<pad> joy
Lana Del Rey - Young And Beautiful,Ive seen the world done it all Had my cake now Diamonds brilliant and Bel Air now Hot summer nights midJuly When you and I were forever wild The crazy days city lights The way youd play with me like a child Will you still love me when Im no longer young and beautiful Will you still love me when I got nothing but my aching soul I know you will I know you will I know that you will Will you still love me when Im no longer beautiful Ive seen the world lit it up as my stage now Channeling angels in the new age now Hot summer days rock and roll The way youd play for me at your show And all the ways I got to know Your pretty face and electric soul Will you still love me when Im no longer young and beautiful Will you still love me when I got nothing but my aching soul I know you will I know you will I know that you will Will you still love me when Im no longer beautiful See Lana Del Rey LiveGet tickets as low as You might also like Dear Lord when I get to heaven Please let me bring my man When he comes tell me that Youll let him in Father tell me if You can All that grace all that body All that face makes me wanna party Hes my sun he makes me shine like diamonds Will you still love me when Im no longer young and beautiful Will you still love me when I got nothin but my aching soul I know you will I know you will I know that you will Will you still love me when Im no longer beautiful Will you still love me when Im no longer beautiful Will you still love me when Im not young and beautifulEmbed,<pad> joy
LemonGrass - Sing Me to Sleep - Alan Walker Cover,Wait a second let me catch my breath Remind me how it feels to hear your voice Your lips are movin I cant hear a thing Livin life as if we had a choice Anywhere anytime I would do anything for you Anything for you Yesterday got away Melodies stuck inside your head A song in every breath Sing me to sleep now Sing me to sleep Wont you sing me to sleep now Sing me to sleep Remember me now time cannot erase I can hear your whispers in my mind Ive become what you cannot embrace Our memory will be my lullaby See Alan Walker LiveGet tickets as low as You might also like Sing me to sleep now Sing me to sleep Oh wont you sing me to sleep now Sing me to sleep Aanytime I would do do do do Time away Yesterdayday Aanytime I would do do do do Time away YesterdaydayayayayEmbed,<pad> sadness
Lil Peep - Save That Shit,Yeah Fuck my life cant save that girl Dont tell me you could save that shit All she want is payback for the way I always play that shit You aint gettin nothin that Im sayin Dont tell me you is Nothin like them other motherfuckers I can make you rich I can make you rich I can make you this baby I can make you that I can take you there but baby you wont make it back Growin sick of this and I dont wanna make you sad Do I make you scared Baby wont you take me back Nothin like them other motherfuckers I can make you rich I can make you rich Nothin like them other motherfuckers I can make you rich Fuck my life cant save that girl Dont tell me you could save that shit All she want is payback for the way I always play that shit You aint gettin nothin that Im sayin Dont tell me you is Nothin like them other motherfuckers I can Make you rich make you rich I can make you this baby I can make you that I can take you there but baby you wont make it back Growin sick of this and I dont wanna make you sad Do I make you scared Baby wont you take me back You might also like Down another lonely road I go Just another lonely road to home I just wanna know I just gotta know Do you wanna glo Baby we could glo Fuck my life cant save that girl Dont tell me you could save that shit All she want is payback for the way I always play that shit You aint gettin nothin that Im sayin Dont tell me you is Nothin like them other motherfuckers I can make you rich I can make you rich I can make you this baby I can make you that I can take you there but baby you wont make it back Growin sick of this and I dont wanna make you sad Do I make you scared Baby wont you take me back Do I make you scared Baby wont you take me back Nothin like them other motherfuckers I can make you rich I can make you richEmbed,<pad> fear
Lil Uzi Vert - XO Tour Llif3,Are you alright Im alright Im quite alright And my moneys right Yeah Countin them bands All way to the top til they be fallin over Yeah yeah yeah Countin them bands On my way to the top til we fallin over I dont really care if you cry On the real you shouldve never lied Shouldve saw the way she looked me in my eyes She said Baby I am not afraid to die Push me to the edge All my friends are dead Push me to the edge All my friends are dead Push me to the edge All my friends are dead Push me to the edge Phantom thats all red inside all white Like somethin you ride a sled down I just want that head My Brittany got mad Im barely her man now Everybody got the same swag now Watch the way that I tear it down Stackin my bands all the way to the top All the way til my bands fallin over Every time that you leave your spot Your girlfriend call me like Come on over I like the way that she treat me Gon leave you wont leave me I call it that Casanova She say Im insane yeah Wanna blow my brain out Hey Xanny help the pain yeah Please Xanny make it go away Im committed not addicted but it keep control of me All the pain now I cant feel it I swear that its slowin me yeah You might also like I dont really care if you cry On the real you shouldve never lied Saw the way she looked me in my eyes She said I am not afraid to die Yeah All my friends are dead Push me to the edge Yeah All my friends are dead yeah ooh Push me to the edge All my friends are dead yeah All my friends are dead yeah That is not your swag I swear you fake hard Now these niggas wanna take my cadence Yeah Rain on em thunderstorm rain on em Ooh yeah Make some lil nigga take some Yeah yeah Fast car NASCAR race on em In the club aint got no ones then we would become Yeah Clothes from overseas got the racks and they all CNotes You is not a G though Lookin at you stackin all your money it all green though I was countin that and these all twenties thats a Groll She say Youre the worst youre the worst I cannot die because this my universe I dont really care if you cry On the real you shouldve never lied Shouldve saw the way she looked me in my eyes She said Baby I am not afraid to die Push me to the edge All my friends are dead Push me to the edge All my friends are dead Push me to the edge All my friends are dead Push me to the edgeEmbed,<pad> sadness
Lil Wayne - Sucker for Pain ,Updates Tracking Demo Imagine Dragons Speak to Me Imagine Dragons Volume Drops Imagine Dragons Boots Imagine Dragons Pistol Whip Imagine Dragons Off to War Imagine Dragons The Pit Imagine Dragons Living Musical Imagine Dragons Bottle of Coke Imagine Dragons Clouds Imagine Dragons Curtain Call Imagine Dragons February Imagine Dragons Unseen Speak to MeImagine Dragons Toxic Imagine Dragons Im Gonna Be Miles Imagine Dragons All These Things That Ive Done Imagine Dragons Clouds Imagine Dragons Take Take Take Imagine Dragons Imagine Dragons Curse Imagine Dragons I Need a Minute Imagine Dragons Uptight Imagine Dragons Drive Imagine Dragons Cover UpImagine Dragons Stars Demo Imagine Dragons I Wish You Well Imagine Dragons Falling Into You Imagine Dragons I Am Just a Sailor Imagine Dragons Insane Hell and Silence Imagine Dragons All Eyes Imagine Dragons Emma Imagine Dragons I Dont Mind Imagine Dragons Hear Me Imagine Dragons Selene Imagine Dragons Lives Demo Imagine Dragons We All Fall Down Imagine Dragons Starlight Imagine Dragons Destination Demo Imagine Dragons Clouds Its Time Imagine Dragons America Imagine Dragons Look How Far Weve Come Imagine Dragons Tokyo Imagine Dragons Amsterdam Imagine Dragons Pantomime Imagine Dragons The River Imagine Dragons Its Time Imagine Dragons Leave Me Imagine Dragons Darkness Imagine Dragons On Top of the World DemoImagine Dragons Rodeo Clowns Hear Me Continued Silence Its Time Remixes Imagine Dragons My Fault Imagine Dragons Round and Round Imagine Dragons Destination Night Visions Imagine Dragons Working Man Imagine Dragons Underdog Imagine Dragons Cha Ching Till We Grow Older Imagine Dragons Tiptoe Imagine Dragons Bleeding Out Imagine Dragons Fallen Imagine Dragons Every Night Imagine Dragons Nothing Left to Say Rocks Imagine Dragons Radioactive Imagine Dragons Demons Imagine Dragons On Top of the World Imagine Dragons Lost Cause Imagine Dragons Stand By Me Imagine Dragons Hang Me Up to Dry Imagine Dragons Three Little Birds Imagine Dragons Not Giving In Imagine Dragons Lovesong Imagine Dragons SemiCharmed Life Imagine Dragons I Cant Get No Satisfaction Imagine Dragons With or Without You Imagine Dragons Smells Like Teen Spirit Imagine Dragons Song Imagine Dragons Wonderwall Demons Remixes The Archive Bastille Laura Palmer Imagine Dragons Ready Aim Fire iTunes Session Imagine Dragons Lives Imagine Dragons Who We AreImagine Dragons Tom Sawyer Imagine Dragons Cielito Lindo Imagine Dragons Stolen Dance Imagine Dragons I Wont Back Down Imagine Dragons Radioactive Remix ft Kendrick Lamar Imagine Dragons All For You Imagine Dragons Battle Cry Imagine Dragons Warriors Imagine Dragons Monster Imagine Dragons I Bet My Life Imagine Dragons Revolution Imagine Dragons Gold Imagine Dragons The Worlds Greatest I Bet My Life Remixes Shots Imagine Dragons Shots Imagine Dragons Blank Space Stand By Me Imagine Dragons Forever Young Smoke Mirrors Shots Imagine Dragons Release Imagine Dragons Second Chances Imagine Dragons The Unknown Imagine Dragons Thief Imagine Dragons The Fall Imagine Dragons Hopeless Opus Imagine Dragons Dream Imagine Dragons Polaroid Imagine Dragons It Comes Back to You Imagine Dragons Summer Imagine Dragons Friction Imagine Dragons Im So Sorry X Ambassadors Fear Imagine Dragons Roots Imagine Dragons Beds Are Burning Imagine Dragons I Was Me Imagine Dragons Rock You Like a Hurricane Imagine Dragons I Love You All the Time Imagine Dragons Not Today Lil Wayne Sucker for Pain Various Artists Hands Imagine Dragons Wings Imagine Dragons LevitateImagine Dragons Creep Live At AllSaints Studios Imagine Dragons Believer Imagine Dragons Thunder Imagine Dragons Whatever It Takes Imagine Dragons Walking the Wire Imagine Dragons Rise Up Imagine Dragons I Dont Know Why Imagine Dragons Start Over Imagine Dragons Yesterday Imagine Dragons Mouth of the River Evolve Imagine Dragons Mad World Imagine Dragons Hand In My Pocket Imagine Dragons Thunder with K Flay Imagine Dragons Thunder Young Dumb Broke with KhalidImagine Dragons So Many Voices Imagine Dragons Next To Me Imagine Dragons Three Little Birds Imagine Dragons Born To Be Yours Imagine Dragons Skipping Stones Imagine Dragons Every Breath You Take Imagine Dragons Natural Imagine Dragons Zero Imagine Dragons Lean On Me Imagine Dragons Machine Origins Imagine Dragons Boomerang Imagine Dragons Cool Out Imagine Dragons Bad Liar Imagine Dragons West Coast Imagine Dragons Bullet in a Gun Imagine Dragons Digital Imagine Dragons Only Imagine Dragons Stuck Imagine Dragons Love Imagine Dragons Birds Imagine Dragons Burn Out Imagine Dragons Real LifeImagine Dragons Believer Remix Imagine Dragons Bad Liar StrippedEmbed,<pad> sadness
Little Mix - Shout Out to My Ex,This is a shout out to my ex Heard he in love with some other chick Yeah yeah that hurt me Ill admit Forget that boy Im over it I hope she gettin better sex Ha Hope she aint fakin it like I did babe Took four long years to call it quits Forget that boy Im over it Guess I should say thank you For the hate yous and the tattoos Oh baby Im cool by the way Aint sure I loved you anyway Go head babe Ima live my life my life yeah Shout out to my ex youre really quite the man You made my heart break and that made me who I am Heres to my ex hey look at me now Well I Im all the way up I swear youll never bring me down Shout out to my ex Woo youre really quite the man You made my heart break and that made me who I am Heres to my ex Woo hey look at me now Well Im Im all the way up I swear youll never youll never bring me down You might also like Oh I deleted all your pics Then blocked your number from my phone mmm Yeah yeah you took all you could get But you aint gettin this love no more Ahooh Cause now Im livin so legit So legit Even though you broke my heart in two baby Scoop scoop But I snapped right back Im so brand new baby Im so brand new Boy read my lips Im over you over you mmh Uh Guess I should say thank you For the hate yous and the tattoos Oh baby Im cool by the way mmh Ooh Aint sure I loved you anyway Go head babe Ima live my life my life yeah Shout out to my ex youre really quite the man You made my heart break and that made me who I am Heres to my ex hey look at me now Well Im Im all the way up I swear youll never bring me down Shout out to my ex Woo youre really quite the man Youre really quite the man You made my heart break and that made me who I am Heres to my ex Woo hey look at me now Well Im Im all the way up I swear youll never youll never bring me down Ooh ooh Youll never bring me down Ooh ooh Oohooh yeah Shout out to my ex youre really quite the man You made my heart break and that made me who I am Heres to my ex hey look at me now Well Im all the way up I swear youll never youll never bring me down ooh Shout out to my ex youre really quite the man Youre quite the man You made my heart break and that made me who I am Heres to my ex Woo hey look at me now Well Im Im all the way up I swear youll never bring me down Youll never bring me down Shout out to my ex Woo youre really quite the man Man You made my heart break and that made me who I am Heres to my ex Woo hey look at me now Baby just look at me now Well Im Im all the way up I swear youll never youll never bring me down Down Oh oh ohohoh Oh oh ohohoh oh Oh oh ohohoh Ooh Oh oh ohohoh oh Yeah hey Oh oh ohohoh Ohoh Oh oh ohohoh oh Oh nah nah Ohoh ohoh ohoh ohohohoh oh oh Youll never bring me downEmbed,<pad> sadness
Logic - 1-800-273-8255,Ive been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine Who can relate Woo Ive been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine I dont wanna be alive I dont wanna be alive I just wanna die today I just wanna die I dont wanna be alive I dont wanna be alive I just wanna die And let me tell you why All this other shit Im talkin bout they think they know it Ive been praying for somebody to save me no ones heroic And my life dont even matter I know it I know it I know Im hurting deep down but cant show it I never had a place to call my own I never had a home aint nobody callin my phone Where you been Where you at Whats on your mind They say every life precious but nobody care about mine Ive been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine Who can relate Woo Ive been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine You might also like I want you to be alive I want you to be alive You dont gotta die today you dont gotta die I want you to be alive I want you to be alive You dont gotta die now let me tell you why Its the very first breath when your heads been drowning underwater And its the lightness in the air when youre there chesttochest with a lover Its holding on though the roads long seeing light in the darkest things And when you stare at your reflection finally knowing who it is I know that youll thank God you did I know where you been where you are where you goin I know youre the reason I believe in life Whats the day without a little night Im just tryna shed a little light It can be hard It can be so hard But you gotta live right now You got everything to give right now Ive been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine Who can relate Woo Ive been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine I finally wanna be alive I finally wanna be alive I dont wanna die today I dont wanna die I finally wanna be alive I finally wanna be alive I dont wanna die I dont wanna die Pain dont hurt the same I know The lane I travel feels alone But Im moving til my legs give out And I see my tears melt in the snow But I dont wanna cry I dont wanna cry anymore I wanna feel alive I dont even wanna die anymore Oh I dont wanna I dont wanna I dont even wanna die anymoreEmbed,<pad> sadness
Lorde - Sober II ,You asked if I was feeling it Im psycho high Know you wont remember in the morning when I speak my mind Lights are on and theyve gone home but who am I Oh how fast the evening passes Cleaning up the champagne glasses We told you this was melodrama Oh how fast the evening passes Cleaning up the champagne glasses Our only wish is melodrama Oh how fast the evening passes Cleaning up the champagne glasses And the terror and the horror When we wonder why we bother whoa whoa And the terror and the horror God I wonder why we bother whoa whoa All the glamour and the trauma And the fuckin melodrama whoa whoa All the gun fights and the lime lights And the holy sick divine nights whoa Holy sick divine nights whoa Theyll talk about us all the lovers How we kiss and kill each other whoa Theyll talk about us and discover How we kissed and killed each other whoa And well tell them You might also like We told you this was melodrama You wanted something that we offer We told you this was melodrama You wanted something that we offer We told you this was melodrama You wanted something that we offer We told you this was melodrama You wanted something that we offer We told you this was melodrama We told you this was melodrama We told you this was melodrama We told you this was melodrama We told you this was melodramaEmbed,<pad> sadness
Lowell - LGBT,Hi my name is LGBT Dont take out your misery on me On me on me Im happy Im happy And free and free Im happy Im happy And free LGBT LOVE Whoa dont hate our love Ohh dont hate our love Ohh dont hate our love Ohh dont hate our love When I look into your eyes I know that I am where I wanna be The T it sings to me speaks to me So sweetly Why are you afraid of how I feel LGBT LOVE Loove dont hate our love Ohh dont hate our love Ohh dont hate our love Ohh dont hate our love You might also like Some old people wanna go back home To the life where everyone pretending to belong Some young people are smarter than the teachers They teach us that we do belong And some old people have our eyes Looking forward embrace their role through the night And some old people hate to change Except when theyre praying away the things they need to shame And some young people say they arent hypocrites Say that they accept everyone and they help us all And some young people like to act like old people Wearing bow ties and telling us were wrong And some old people dont remember when they were kids And they never chose who they like Though they liked who they did liked who they did LGBT LOVE LGBT LOVE LGBT LOVE LGBT LOVE Loove dont hate on us LGBT LOVE Ohh dont hate our love LGBT LOVE Loove dont hate our love Loove dont hate our love Loove dont hate our love Loove dont hate our loveEmbed,<pad> love
Luis Fonsi - Despacito,Ay Fonsi DY Ooh oh no oh no oh Hey yeah Dididiri Daddy go S sabes que ya llevo un rato mirndote Tengo que bailar contigo hoy DY Vi que tu mirada ya estaba llamndome Mustrame el camino que yo voy Oh T t eres el imn y yo soy el metal Me voy acercando y voy armando el plan Slo con pensarlo se acelera el pulso Oh yeah Ya ya me est gustando ms de lo normal Todos mis sentidos van pidiendo ms Esto hay que tomarlo sin ningn apuro Despacito Quiero respirar tu cuello despacito Deja que te diga cosas al odo Para que te acuerdes si no ests conmigo Despacito Quiero desnudarte a besos despacito Firmar las paredes de tu laberinto Y hacer de tu cuerpo todo un manuscrito Sube sube sube sube sube See Luis Fonsi LiveGet tickets as low as You might also like Quiero ver bailar tu pelo quiero ser tu ritmo Woh eh Que le ensees a mi boca Woh eh Tus lugares favoritos Favorito favorito baby Djame sobrepasar tus zonas de peligro Eh woh eh Hasta provocar tus gritos Woh eh Y que olvides tu apellido Rrr DY Si te pido un beso ven dmelo yo s que ests pensndolo Eh Llevo tiempo intentndolo Eh mami esto es dando y dndolo Sabes que tu corazn conmigo te hace bambam Sabes que esa beba est buscando de mi bambam Ven prueba de mi boca para ver cmo te sabe Eheh plo Quiero quiero quiero ver cunto amor a ti te cabe Yo no tengo prisa yo me quiero dar el viaje Empezamos lento despus salvaje Pasito a pasito suave suavecito Nos vamo pegando poquito a poquito Cuando t me besas con esa destreza Veo que eres malicia con delicadeza Pasito a pasito suave suavecito Nos vamo pegando poquito a poquito Ohoh Y es que esa belleza es un rompecabezas No no Pero pa montarlo aqu tengo la pieza Oye Yo yo plo Despacito Quiero respirar tu cuello despacito Yo Deja que te diga cosas al odo Yo Para que te acuerdes si no ests conmigo Plo plo Despacito Plo Quiero desnudarte a besos despacito Yeaheh Firmar las paredes de tu laberinto Y hacer de tu cuerpo todo un manuscrito Sube sube sube sube sube Quiero ver bailar tu pelo quiero ser tu ritmo Eh woh eh Que le ensees a mi boca Woh eh Tus lugares favoritos Favorito favorito baby Djame sobrepasar tus zonas de peligro Eh woh eh Hasta provocar tus gritos Woh eh Y que olvides tu apellido Despacito Vamo a hacerlo en una playa en Puerto Rico Hasta que las olas griten Ay Bendito Para que mi sello se quede contigo Bilalo Pasito a pasito suave suavecito Oh yeahyeah Nos vamos pegando poquito a poquito No no oh Que le ensees a mi boca Tus lugares favoritos Favorito favorito baby Ooh Pasito a pasito suave suavecito Nos vamos pegando poquito a poquito Hasta provocar tus gritos Fonsi Y que olvides tu apellido DY DespacitoEmbed,<pad> joy
Lukas Graham - 7 Years,Once I was seven years old my mama told me Go make yourself some friends or youll be lonely Once I was seven years old It was a big big world but we thought we were bigger Pushing each other to the limits we were learning quicker By eleven smoking herb and drinking burning liquor Never rich so we were out to make that steady figure Once I was eleven years old my daddy told me Go get yourself a wife or youll be lonely Once I was eleven years old I always had that dream like my daddy before me So I started writing songs I started writing stories Something about that glory just always seemed to bore me Cause only those I really love will ever really know me Once I was twenty years old my story got told Before the morning sun when life was lonely Once I was twenty years old Lukas Graham See Lukas Graham LiveGet tickets as low as You might also like I only see my goals I dont believe in failure Cause I know the smallest voices they can make it major I got my boys with me at least those in favor And if we dont meet before I leave I hope Ill see you later Once I was twenty years old my story got told I was writing bout everything I saw before me Once I was twenty years old Soon well be thirty years old our songs have been sold Weve traveled around the world and were still roaming Soon well be thirty years old Im still learning about life my woman brought children for me So I can sing them all my songs and I can tell them stories Most of my boys are with me some are still out seeking glory And some I had to leave behind my brother Im still sorry Soon Ill be sixty years old my daddy got sixtyone Remember life and then your life becomes a better one I made a man so happy when I wrote a letter once I hope my children come and visit once or twice a month Soon Ill be sixty years old will I think the world is cold Or will I have a lot of children who can warm me Soon Ill be sixty years old Soon Ill be sixty years old will I think the world is cold Or will I have a lot of children who can hold me Soon Ill be sixty years old Once I was seven years old my mama told me Go make yourself some friends or youll be lonely Once I was seven years old Once I was seven years oldEmbed,<pad> sadness
Machine Gun Kelly - Bad Things ,ContributorsBad Things Lyrics Am I out of my head Am I out of my mind If you only knew the bad things I like Dont think that I can explain it What can I say its complicated Dont matter what you say Dont matter what you do I only wanna do bad things to you So good that you cant explain it What can I say its complicated Nothings that bad If it feels good So you come back Like I knew you would And were both wild And the nights young And youre my drug Breathe you in til my face numb Drop it down to that bass drum I got what you dream about Nails scratchin my back tatt Eyes closed while you scream out And you keep me in with those hips While my teeth sink in those lips While your bodys giving me life And you suffocate in my kiss Then you said You might also like I want you forever Even when were not together Scars on my body so I can take you wherever I want you forever Even when were not together Scars on my body I can look at you whenever Am I out of my head Am I out of my mind If you only knew the bad things I like Dont think that I can explain it What can I say its complicated Dont matter what you say Dont matter what you do I only wanna do bad things to you So good that you cant explain it What can I say its complicated I cant explain it I love the pain And I love the way your breath Numbs me like novacaine And we are Always high Keep it strange Okay yeah Im insane But you the same Let me paint the picture Couch by the kitchen Nothin but your heels on Losin our religion Youre my pretty little vixen And Im the voice inside your head That keeps telling you to listen to all the bad things I say And you said I want you forever Even when were not together Scars on my body so I can take you wherever I want you forever Even when were not together Scars on my body I can look at you whenever Am I out of my head Am I out of my mind If you only knew the bad things I like Dont think that I can explain it What can I say its complicated Dont matter what you say Dont matter what you do I only wanna do bad things to you So good that you cant explain it What can I say its complicated The way we love is so unique And when we touch Im shivering And no one has to get it Just you and me Cause were just living Between the sheets I want you forever Even when were not together Scars on my body so I can take you wherever I want you forever Even when were not together Scars on my body I can look at you whenever Am I out of my head Am I out of my mind If you only knew the bad things I like Dont think that I can explain it What can I say its complicated Dont matter what you say Dont matter what you do I only wanna do bad things to you So good that you cant explain it What can I say its complicatedEmbed,<pad> joy
Macklemore - Glorious ,You know Im back like I never left I never left Another sprint another step Another step Another day another breath Another breath Been chasing dreams but I never slept I never slept I got a new attitude and a lease on life and some peace of mind Seek and I find I can sleep when I die Want a piece of the pie grab the keys to the ride And shit Im straight Im on my wave Im on my wave Get out my wake Im running late what can I say I heard you die twice once when they bury you in the grave And the second time is the last time that somebody mentions your name So when I leave here on this earth did I take more than I gave Did I look out for the people or did I do it all for fame Legend its exodus searching for euphoria Trudging through the mud to find the present no ignoring us Got deep off in the street like we some warriors My mama told me never bow your head woo I feel glorious glorious Got a chance to start again I was born for this born for this Its who I am how could I forget I made it through the darkest part of the night And now I see the sunrise Now I feel glorious glorious I feel glorious glorious See Macklemore LiveGet tickets as low as You might also like Im feeling glorious The crib looking Victorian Oh yes it is You know that we been going in Been going in Since we hopped out that DeLorean DeLorean yeah we win En garde things are just things they dont make you who you are Cant pack up a UHaul and take it with you when youre gone We posted on the porch my familys glasses to the stars My grandma smiling down on me like Woo that boy got bars Okay okay yes I do I said amen and hallelujah let me testify too Another morning a morning wont let self get in my way I got my breath I got my faith and I remember why I came woo I feel glorious glorious Got a chance to start again I was born for this born for this Its who I am how could I forget I made it through the darkest part of the night And now I see the sunrise Now I feel glorious glorious I feel glorious glorious We gon be alright put that on my life When I open my eyes hope I see you shine Were planting a flag they dont understand The world is up for grabs Hey hey hey We gon be alright put that on my life When I open my eyes hope I see you shine Were planting a flag they dont understand The world is up for grabs Hey hey hey I feel glorious glorious Got a chance to start again I was born for this born for this Its who I am how could I forget I made it through the darkest part of the night And now I see the sunrise Now I feel glorious glorious I feel glorious gloriousEmbed,<pad> joy
Maggie Rogers - Alaska,I was walking through icy streams That took my breath away Moving slowly through westward water Over glacial plains And I walked off you And I walked off an old me Oh me oh my I thought it was a dream So it seemed And now breathe deep Im inhaling You and I theres air in between Leave me be Im exhaling You and I theres air in between Oohhoo oohhoo oohhooooh Oohhooooh You and I theres air in between Oohhoo oohhoo oohhooooh Oohhooooh Cut my hair so I could rock back and forth Without thinking of you Learned to talk and say Whatever I wanted to You might also like And I walked off you And I walked off an old me Oh me oh my I thought it was a dream So it seemed And now breathe deep Im inhaling You and I theres air in between Leave me be Im exhaling You and I theres air in between Oohhoo oohhoo oohhooooh Oohhooooh Oohhoo oohhoo oohhooooh Oohhooooh Oohhoo oohhoo oohhooooh Oohhooooh You and I theres air in between Oohhoo oohhoo oohhooooh Oohhooooh You and I theres air in betweenEmbed,<pad> joy
Major Lazer - Cold Water,Everybody gets high sometimes you know What else can we do when were feelin low So take a deep breath and let it go You shouldnt be drowning on your own And if you feel youre sinking I will jump right over Into cold cold water for you And although time may take us into different places I will still be patient with you And I hope you know I wont let go Ill be your lifeline tonight I wont let go Ill be your lifeline tonight Cause we all get lost sometimes you know Its how we learn and how we grow And I wanna lay with you til Im old oold You shouldnt be fighting on your own And if you feel youre sinking I will jump right over Into cold cold water for you And although time may take us into different places I will still be patient with you And I hope you know You might also like I wont let go And I wont let go nono nono no I wont Ill be your lifeline tonight I wont let go Ill be your lifeline tonight I wont let yeah yeah Come on come on save me from my rocking boat I just wanna stay afloat Im all alone Float float float float And I hope I hope someones gonna take me home Somewhere I can rest my soul Rest my soul I need to know You wont let go And I wont let go nono nono no I wont Ill be your lifeline tonight You wont let go Ill be your lifeline tonight I wont let go I wont let goEmbed,<pad> sadness
